final_name	chr	start	stop	strand	prioritized	rank	sources_present	component_sources	component_names
Insilico_ref3848	chr1	44074301	44074318	-	N		insilico_ref	insilico_ref	Insilico_ref3848
Insilico_pop6574	chr1	44148651	44148670	-	N		insilico_pop	insilico_pop	Insilico_pop6574
Insilico_ref5772	chr1	44295000	44295020	-	N		insilico_ref	insilico_ref	Insilico_ref5772
Insilico_ref2703	chr1	44496116	44496135	+	N		insilico_ref	insilico_ref	Insilico_ref2703
Insilico_ref8020	chr1	44522616	44522635	+	N		insilico_ref	insilico_ref	Insilico_ref8020
Insilico_ref3666	chr1	45038457	45038475	+	N		insilico_ref	insilico_ref	Insilico_ref3666
Insilico_ref6348	chr1	45212873	45212896	+	N		insilico_ref	insilico_ref	Insilico_ref6348
Insilico_pop4823	chr1	45499352	45499434	+	N		insilico_pop	insilico_pop	Insilico_pop4823
Insilico_ref8762	chr1	45561156	45561174	+	N		insilico_ref	insilico_ref	Insilico_ref8762
Insilico_pop1471	chr1	45644410	45644430	+	N		insilico_pop	insilico_pop	Insilico_pop1471
Insilico_pop421	chr1	46539578	46539595	+	N		insilico_pop	insilico_pop	Insilico_pop421
Insilico_pop1858	chr1	46744798	46744818	-	N		insilico_pop	insilico_pop	Insilico_pop1858
Tier6_322	chr1	47095923	47095942	+	N		UNCOVERseq	UNCOVERseq	Tier6_322
Insilico_pop8693	chr1	47494890	47494904	-	N		insilico_pop	insilico_pop	Insilico_pop8693
Insilico_ref9181	chr1	47517744	47517760	-	N		insilico_ref	insilico_ref	Insilico_ref9181
Insilico_ref8529	chr1	47825168	47825186	-	N		insilico_ref	insilico_ref	Insilico_ref8529
Insilico_ref536	chr1	48204345	48204363	+	N		insilico_ref	insilico_ref	Insilico_ref536
Insilico_ref3578	chr1	48306916	48306933	-	N		insilico_ref	insilico_ref	Insilico_ref3578
Insilico_ref4546	chr1	48484103	48484122	+	N		insilico_ref	insilico_ref	Insilico_ref4546
Insilico_pop55_insilico_ref3524	chr1	48565547	48565566	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop55;Insilico_ref3524
Insilico_pop1493	chr1	48572669	48572688	+	N		insilico_pop	insilico_pop	Insilico_pop1493
Insilico_pop5677	chr1	48586506	48586523	+	N		insilico_pop	insilico_pop	Insilico_pop5677
Insilico_ref6179	chr1	48664107	48664126	+	N		insilico_ref	insilico_ref	Insilico_ref6179
Insilico_ref474	chr1	49115997	49116015	+	N		insilico_ref	insilico_ref	Insilico_ref474
Insilico_ref335	chr1	49173831	49173850	+	N		insilico_ref	insilico_ref	Insilico_ref335
Insilico_ref6604	chr1	49338832	49338854	+	N		insilico_ref	insilico_ref	Insilico_ref6604
Insilico_ref8599	chr1	49349961	49349979	-	N		insilico_ref	insilico_ref	Insilico_ref8599
Tier6_342	chr1	49410612	49410633	+	N		UNCOVERseq	UNCOVERseq	Tier6_342
Insilico_ref6215	chr1	49636130	49636147	+	N		insilico_ref	insilico_ref	Insilico_ref6215
Insilico_ref8600	chr1	49885948	49885965	+	N		insilico_ref	insilico_ref	Insilico_ref8600
Insilico_ref6216	chr1	49904304	49904323	+	N		insilico_ref	insilico_ref	Insilico_ref6216
Insilico_pop5678	chr1	50064820	50064836	-	N		insilico_pop	insilico_pop	Insilico_pop5678
Insilico_pop372_insilico_ref3745	chr1	50070402	50070421	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop372;Insilico_ref3745
Insilico_pop5553	chr1	50152842	50152862	+	N		insilico_pop	insilico_pop	Insilico_pop5553
Insilico_ref502	chr1	50164813	50164831	+	N		insilico_ref	insilico_ref	Insilico_ref502
Insilico_pop5031	chr1	50293348	50293368	+	N		insilico_pop	insilico_pop	Insilico_pop5031
Insilico_ref2437	chr1	50317112	50317132	-	N		insilico_ref	insilico_ref	Insilico_ref2437
Insilico_pop8254	chr1	50341743	50341764	-	N		insilico_pop	insilico_pop	Insilico_pop8254
Insilico_ref6180	chr1	50465032	50465051	-	N		insilico_ref	insilico_ref	Insilico_ref6180
Insilico_pop5554	chr1	50543978	50543997	-	N		insilico_pop	insilico_pop	Insilico_pop5554
Insilico_ref8488	chr1	50862442	50862465	+	N		insilico_ref	insilico_ref	Insilico_ref8488
Insilico_pop2485	chr1	51059409	51059428	+	N		insilico_pop	insilico_pop	Insilico_pop2485
Insilico_pop3922	chr1	51621142	51621161	-	N		insilico_pop	insilico_pop	Insilico_pop3922
Insilico_ref3746	chr1	51949169	51949186	-	N		insilico_ref	insilico_ref	Insilico_ref3746
Insilico_pop9561	chr1	52114187	52114206	+	N		insilico_pop	insilico_pop	Insilico_pop9561
Insilico_pop2090	chr1	52141758	52141774	-	N		insilico_pop	insilico_pop	Insilico_pop2090
Insilico_ref6773	chr1	52266001	52266021	-	N		insilico_ref	insilico_ref	Insilico_ref6773
Insilico_ref3849	chr1	52344093	52344112	-	N		insilico_ref	insilico_ref	Insilico_ref3849
chr1:52522978-52523003	chr1	52522978	52523003	-	N		insilico_pop	insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop	Insilico_pop1633;Insilico_pop1634;Insilico_pop1635;Insilico_pop1636;Insilico_pop1637
Insilico_ref8601	chr1	52666791	52666809	+	N		insilico_ref	insilico_ref	Insilico_ref8601
Insilico_pop2486	chr1	53052984	53053006	+	N		insilico_pop	insilico_pop	Insilico_pop2486
Insilico_ref6605	chr1	53072613	53072631	-	N		insilico_ref	insilico_ref	Insilico_ref6605
Insilico_pop4916	chr1	53365088	53365105	-	N		insilico_pop	insilico_pop	Insilico_pop4916
Insilico_pop9562	chr1	53481309	53481328	+	N		insilico_pop	insilico_pop	Insilico_pop9562
Insilico_pop156	chr1	53644619	53644638	+	N		insilico_pop	insilico_pop	Insilico_pop156
Insilico_pop290__Insilico_pop1239	chr1	53664870	53664989	+	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop290;Insilico_pop1239
Insilico_ref8530	chr1	53777598	53777615	+	N		insilico_ref	insilico_ref	Insilico_ref8530
Insilico_pop5328	chr1	54009604	54009622	-	N		insilico_pop	insilico_pop	Insilico_pop5328
Insilico_pop5922	chr1	54138876	54138894	+	N		insilico_pop	insilico_pop	Insilico_pop5922
Insilico_pop8255	chr1	54161548	54161567	-	N		insilico_pop	insilico_pop	Insilico_pop8255
Insilico_pop5679	chr1	54277364	54277381	-	N		insilico_pop	insilico_pop	Insilico_pop5679
Insilico_pop5680	chr1	54713768	54713787	+	N		insilico_pop	insilico_pop	Insilico_pop5680
Insilico_pop4136	chr1	55068133	55068150	+	N		insilico_pop	insilico_pop	Insilico_pop4136
Insilico_pop3043	chr1	55197326	55197345	-	N		insilico_pop	insilico_pop	Insilico_pop3043
Insilico_ref537	chr1	55226229	55226248	-	N		insilico_ref	insilico_ref	Insilico_ref537
Insilico_pop9563	chr1	55233579	55233595	-	N		insilico_pop	insilico_pop	Insilico_pop9563
Insilico_ref8874	chr1	55277043	55277064	-	N		insilico_ref	insilico_ref	Insilico_ref8874
Insilico_ref8985	chr1	55304893	55304911	-	N		insilico_ref	insilico_ref	Insilico_ref8985
Insilico_pop9564	chr1	55464561	55464580	-	N		insilico_pop	insilico_pop	Insilico_pop9564
Insilico_ref55	chr1	55512235	55512253	+	N		insilico_ref	insilico_ref	Insilico_ref55
Insilico_ref9427	chr1	56075923	56075943	-	N		insilico_ref	insilico_ref	Insilico_ref9427
Insilico_pop2394	chr1	56403608	56403625	+	N		insilico_pop	insilico_pop	Insilico_pop2394
Insilico_pop9134	chr1	56620111	56620128	-	N		insilico_pop	insilico_pop	Insilico_pop9134
Insilico_ref526	chr1	56680214	56680232	-	N		insilico_ref	insilico_ref	Insilico_ref526
Insilico_pop5123	chr1	56784849	56784867	-	N		insilico_pop	insilico_pop	Insilico_pop5123
Insilico_pop373_insilico_ref336	chr1	56808234	56808254	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop373;Insilico_ref336
Insilico_pop3923	chr1	56907713	56907732	-	N		insilico_pop	insilico_pop	Insilico_pop3923
Insilico_pop838	chr1	57026732	57026752	-	N		insilico_pop	insilico_pop	Insilico_pop838
Insilico_ref2704	chr1	57049707	57049724	-	N		insilico_ref	insilico_ref	Insilico_ref2704
Insilico_ref5953	chr1	57050248	57050267	-	N		insilico_ref	insilico_ref	Insilico_ref5953
Insilico_pop3480	chr1	57081279	57081298	-	N		insilico_pop	insilico_pop	Insilico_pop3480
Insilico_pop3924	chr1	57097910	57097928	+	N		insilico_pop	insilico_pop	Insilico_pop3924
Insilico_ref5547	chr1	57214378	57214397	-	N		insilico_ref	insilico_ref	Insilico_ref5547
Insilico_ref2596	chr1	57244111	57244130	-	N		insilico_ref	insilico_ref	Insilico_ref2596
Insilico_pop3481	chr1	57269404	57269423	-	N		insilico_pop	insilico_pop	Insilico_pop3481
Insilico_pop2757	chr1	57312164	57312179	-	N		insilico_pop	insilico_pop	Insilico_pop2757
Insilico_pop4373	chr1	57367403	57367422	+	N		insilico_pop	insilico_pop	Insilico_pop4373
Insilico_pop4579	chr1	57599976	57599994	-	N		insilico_pop	insilico_pop	Insilico_pop4579
Insilico_pop1191	chr1	57638680	57638701	+	N		insilico_pop	insilico_pop	Insilico_pop1191
Insilico_ref2871	chr1	57689875	57689892	-	N		insilico_ref	insilico_ref	Insilico_ref2871
Insilico_ref2705	chr1	57769215	57769233	+	N		insilico_ref	insilico_ref	Insilico_ref2705
Insilico_pop2859_insilico_ref7857	chr1	57822336	57822352	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop2859;Insilico_ref7857
Insilico_ref2450	chr1	57860057	57860076	+	N		insilico_ref	insilico_ref	Insilico_ref2450
Insilico_ref7858	chr1	58228109	58228126	+	N		insilico_ref	insilico_ref	Insilico_ref7858
Insilico_pop1240	chr1	58280896	58280914	+	N		insilico_pop	insilico_pop	Insilico_pop1240
Insilico_ref2451	chr1	58386122	58386144	+	N		insilico_ref	insilico_ref	Insilico_ref2451
Insilico_ref5548	chr1	58410684	58410703	-	N		insilico_ref	insilico_ref	Insilico_ref5548
Insilico_pop4580	chr1	58682439	58682456	-	N		insilico_pop	insilico_pop	Insilico_pop4580
Insilico_pop21	chr1	58696997	58697015	+	N		insilico_pop	insilico_pop	Insilico_pop21
Insilico_ref4547	chr1	58772222	58772241	+	N		insilico_ref	insilico_ref	Insilico_ref4547
Insilico_ref6884	chr1	58780749	58780767	+	N		insilico_ref	insilico_ref	Insilico_ref6884
Insilico_ref5137	chr1	59163203	59163223	-	N		insilico_ref	insilico_ref	Insilico_ref5137
Insilico_ref2312	chr1	59207498	59207516	+	N		insilico_ref	insilico_ref	Insilico_ref2312
Insilico_ref7859	chr1	59448039	59448056	-	N		insilico_ref	insilico_ref	Insilico_ref7859
Insilico_ref7860	chr1	59448955	59448973	+	N		insilico_ref	insilico_ref	Insilico_ref7860
Insilico_ref2706	chr1	59561722	59561740	+	N		insilico_ref	insilico_ref	Insilico_ref2706
Insilico_pop3691	chr1	59657408	59657425	+	N		insilico_pop	insilico_pop	Insilico_pop3691
Insilico_pop1281	chr1	59732277	59732296	+	N		insilico_pop	insilico_pop	Insilico_pop1281
Insilico_ref8986	chr1	59776580	59776597	-	N		insilico_ref	insilico_ref	Insilico_ref8986
Insilico_pop1668	chr1	59861722	59861739	-	N		insilico_pop	insilico_pop	Insilico_pop1668
Insilico_pop2091	chr1	59930087	59930105	+	N		insilico_pop	insilico_pop	Insilico_pop2091
Insilico_ref362	chr1	60036612	60036630	+	N		insilico_ref	insilico_ref	Insilico_ref362
Tier6_384	chr1	60163868	60163887	-	N		UNCOVERseq	UNCOVERseq	Tier6_384
Insilico_ref4799	chr1	60364249	60364268	+	N		insilico_ref	insilico_ref	Insilico_ref4799
Insilico_pop478	chr1	60472928	60472947	-	N		insilico_pop	insilico_pop	Insilico_pop478
Insilico_pop5032	chr1	60593287	60593304	-	N		insilico_pop	insilico_pop	Insilico_pop5032
Insilico_pop5681	chr1	60772444	60772464	-	N		insilico_pop	insilico_pop	Insilico_pop5681
Insilico_ref4800	chr1	60834409	60834430	+	N		insilico_ref	insilico_ref	Insilico_ref4800
Insilico_pop1742	chr1	60971876	60971894	+	N		insilico_pop	insilico_pop	Insilico_pop1742
Insilico_ref5475	chr1	61386448	61386466	-	N		insilico_ref	insilico_ref	Insilico_ref5475
Insilico_pop6186	chr1	61503826	61503842	-	N		insilico_pop	insilico_pop	Insilico_pop6186
Insilico_ref8987	chr1	61740209	61740226	+	N		insilico_ref	insilico_ref	Insilico_ref8987
Insilico_ref8208	chr1	61993636	61993656	+	N		insilico_ref	insilico_ref	Insilico_ref8208
Insilico_ref7734	chr1	62019989	62020007	+	N		insilico_ref	insilico_ref	Insilico_ref7734
Insilico_pop2860	chr1	62052389	62052406	+	N		insilico_pop	insilico_pop	Insilico_pop2860
Insilico_ref5549	chr1	62109363	62109383	+	N		insilico_ref	insilico_ref	Insilico_ref5549
Insilico_pop5329	chr1	62296119	62296137	-	N		insilico_pop	insilico_pop	Insilico_pop5329
Insilico_ref7861	chr1	62621934	62621953	-	N		insilico_ref	insilico_ref	Insilico_ref7861
Insilico_pop7832	chr1	62761073	62761092	-	N		insilico_pop	insilico_pop	Insilico_pop7832
Insilico_ref3525	chr1	62818853	62818872	-	N		insilico_ref	insilico_ref	Insilico_ref3525
Insilico_pop5682	chr1	62855701	62855722	-	N		insilico_pop	insilico_pop	Insilico_pop5682
Insilico_pop7833	chr1	62894294	62894310	-	N		insilico_pop	insilico_pop	Insilico_pop7833
Insilico_ref9182	chr1	62910679	62910697	-	N		insilico_ref	insilico_ref	Insilico_ref9182
Insilico_ref3905	chr1	62945108	62945126	+	N		insilico_ref	insilico_ref	Insilico_ref3905
Insilico_pop7390	chr1	62987125	62987143	+	N		insilico_pop	insilico_pop	Insilico_pop7390
Insilico_pop9136	chr1	63040307	63040319	+	N		insilico_pop	insilico_pop	Insilico_pop9136
Insilico_pop2758	chr1	63600671	63600690	+	N		insilico_pop	insilico_pop	Insilico_pop2758
Insilico_pop3261	chr1	63655768	63655783	-	N		insilico_pop	insilico_pop	Insilico_pop3261
Insilico_pop6042	chr1	63729936	63729955	+	N		insilico_pop	insilico_pop	Insilico_pop6042
Insilico_pop1192	chr1	63843403	63843421	-	N		insilico_pop	insilico_pop	Insilico_pop1192
Insilico_ref6027	chr1	63905082	63905101	+	N		insilico_ref	insilico_ref	Insilico_ref6027
Insilico_ref8209	chr1	63907127	63907145	-	N		insilico_ref	insilico_ref	Insilico_ref8209
Insilico_pop4374	chr1	63969321	63969337	-	N		insilico_pop	insilico_pop	Insilico_pop4374
Insilico_pop1099	chr1	64167800	64167818	+	N		insilico_pop	insilico_pop	Insilico_pop1099
Insilico_pop4581	chr1	64250822	64250839	-	N		insilico_pop	insilico_pop	Insilico_pop4581
Insilico_pop3044	chr1	64262384	64262400	-	N		insilico_pop	insilico_pop	Insilico_pop3044
Insilico_ref4801	chr1	64311198	64311216	+	N		insilico_ref	insilico_ref	Insilico_ref4801
Insilico_pop1997	chr1	64375632	64375648	+	N		insilico_pop	insilico_pop	Insilico_pop1997
Insilico_pop1638	chr1	64672391	64672405	-	N		insilico_pop	insilico_pop	Insilico_pop1638
Insilico_pop374	chr1	64689619	64689637	-	N		insilico_pop	insilico_pop	Insilico_pop374
Insilico_ref8861	chr1	65072305	65072325	-	N		insilico_ref	insilico_ref	Insilico_ref8861
Insilico_ref2707	chr1	65619991	65620009	+	N		insilico_ref	insilico_ref	Insilico_ref2707
Insilico_ref2313	chr1	65743337	65743355	-	N		insilico_ref	insilico_ref	Insilico_ref2313
Insilico_pop1859	chr1	65791744	65791763	-	N		insilico_pop	insilico_pop	Insilico_pop1859
Insilico_pop4582	chr1	66370618	66370634	-	N		insilico_pop	insilico_pop	Insilico_pop4582
Insilico_pop2574	chr1	66508500	66508520	+	N		insilico_pop	insilico_pop	Insilico_pop2574
Insilico_ref2708	chr1	67007868	67007888	-	N		insilico_ref	insilico_ref	Insilico_ref2708
Insilico_pop4583	chr1	67230477	67230493	-	N		insilico_pop	insilico_pop	Insilico_pop4583
Insilico_ref2709	chr1	67232572	67232589	-	N		insilico_ref	insilico_ref	Insilico_ref2709
Insilico_ref8493	chr1	67417917	67417939	-	N		insilico_ref	insilico_ref	Insilico_ref8493
Insilico_ref7381	chr1	67494493	67494512	+	N		insilico_ref	insilico_ref	Insilico_ref7381
Insilico_ref8021	chr1	67713683	67713702	-	N		insilico_ref	insilico_ref	Insilico_ref8021
Insilico_ref7862	chr1	67785632	67785650	+	N		insilico_ref	insilico_ref	Insilico_ref7862
Insilico_ref5773	chr1	67827992	67828011	-	N		insilico_ref	insilico_ref	Insilico_ref5773
Insilico_pop4137	chr1	67847302	67847319	-	N		insilico_pop	insilico_pop	Insilico_pop4137
Insilico_ref3132	chr1	68108568	68108587	+	N		insilico_ref	insilico_ref	Insilico_ref3132
Insilico_pop3262	chr1	68157805	68157824	-	N		insilico_pop	insilico_pop	Insilico_pop3262
Insilico_pop746	chr1	68281307	68281323	+	N		insilico_pop	insilico_pop	Insilico_pop746
Insilico_pop8695	chr1	68672214	68672230	-	N		insilico_pop	insilico_pop	Insilico_pop8695
Insilico_pop2395	chr1	69000643	69000663	+	N		insilico_pop	insilico_pop	Insilico_pop2395
Insilico_ref2710	chr1	69169053	69169071	+	N		insilico_ref	insilico_ref	Insilico_ref2710
Insilico_pop5330	chr1	69740385	69740401	-	N		insilico_pop	insilico_pop	Insilico_pop5330
Insilico_ref337	chr1	69958675	69958694	+	N		insilico_ref	insilico_ref	Insilico_ref337
Insilico_ref8531	chr1	70118689	70118710	-	N		insilico_ref	insilico_ref	Insilico_ref8531
Insilico_ref447	chr1	70165632	70165649	+	N		insilico_ref	insilico_ref	Insilico_ref447
Insilico_ref7088	chr1	70372395	70372413	-	N		insilico_ref	insilico_ref	Insilico_ref7088
Insilico_pop6988	chr1	70403558	70403578	+	N		insilico_pop	insilico_pop	Insilico_pop6988
Tier6_320	chr1	70710971	70710990	-	N		UNCOVERseq	UNCOVERseq	Tier6_320
Insilico_ref259	chr1	71452072	71452090	+	N		insilico_ref	insilico_ref	Insilico_ref259
Insilico_pop3692	chr1	71483697	71483715	+	N		insilico_pop	insilico_pop	Insilico_pop3692
Insilico_pop4138	chr1	71504796	71504815	+	N		insilico_pop	insilico_pop	Insilico_pop4138
Insilico_ref260	chr1	71510373	71510391	+	N		insilico_ref	insilico_ref	Insilico_ref260
Insilico_ref5550	chr1	71636418	71636436	+	N		insilico_ref	insilico_ref	Insilico_ref5550
Insilico_ref8022	chr1	71642838	71642855	-	N		insilico_ref	insilico_ref	Insilico_ref8022
Insilico_ref2711	chr1	71725124	71725143	-	N		insilico_ref	insilico_ref	Insilico_ref2711
Insilico_ref5395__Insilico_pop937	chr1	71810186	71810205	-	N		insilico_pop;insilico_ref	insilico_ref;insilico_pop	Insilico_ref5395;Insilico_pop937
Insilico_pop3482	chr1	72206612	72206628	+	N		insilico_pop	insilico_pop	Insilico_pop3482
Insilico_ref3010	chr1	72230554	72230574	-	N		insilico_ref	insilico_ref	Insilico_ref3010
Insilico_ref2453	chr1	72274601	72274620	-	N		insilico_ref	insilico_ref	Insilico_ref2453
Insilico_ref6806	chr1	72536119	72536137	+	N		insilico_ref	insilico_ref	Insilico_ref6806
Insilico_ref3458	chr1	72728170	72728189	+	N		insilico_ref	insilico_ref	Insilico_ref3458
Insilico_pop8696	chr1	73003682	73003698	+	N		insilico_pop	insilico_pop	Insilico_pop8696
Insilico_ref4802	chr1	73050994	73051011	+	N		insilico_ref	insilico_ref	Insilico_ref4802
Insilico_pop9565	chr1	73138240	73138254	-	N		insilico_pop	insilico_pop	Insilico_pop9565
Insilico_ref7238	chr1	73394314	73394334	-	N		insilico_ref	insilico_ref	Insilico_ref7238
Insilico_ref7382	chr1	73423251	73423270	+	N		insilico_ref	insilico_ref	Insilico_ref7382
Insilico_pop8256	chr1	73604646	73604663	+	N		insilico_pop	insilico_pop	Insilico_pop8256
Insilico_ref7519	chr1	73624726	73624745	+	N		insilico_ref	insilico_ref	Insilico_ref7519
Insilico_ref4295	chr1	73634404	73634422	+	N		insilico_ref	insilico_ref	Insilico_ref4295
Insilico_ref4296	chr1	73782113	73782132	-	N		insilico_ref	insilico_ref	Insilico_ref4296
Insilico_pop1408	chr1	74065359	74065384	-	N		insilico_pop	insilico_pop	Insilico_pop1408
Insilico_pop7391	chr1	74545007	74545026	-	N		insilico_pop	insilico_pop	Insilico_pop7391
Insilico_ref8988	chr1	75036414	75036432	+	N		insilico_ref	insilico_ref	Insilico_ref8988
Insilico_pop3925	chr1	75287907	75287925	-	N		insilico_pop	insilico_pop	Insilico_pop3925
Insilico_pop3483	chr1	75374163	75374177	+	N		insilico_pop	insilico_pop	Insilico_pop3483
Insilico_pop3926	chr1	75869513	75869532	+	N		insilico_pop	insilico_pop	Insilico_pop3926
Insilico_ref204	chr1	75896240	75896258	-	N		insilico_ref	insilico_ref	Insilico_ref204
Insilico_pop3263	chr1	76247671	76247691	-	N		insilico_pop	insilico_pop	Insilico_pop3263
Insilico_pop1	chr1	76481515	76481532	-	Y	188	insilico_pop	insilico_pop	Insilico_pop1
Insilico_pop4585	chr1	76560210	76560227	+	N		insilico_pop	insilico_pop	Insilico_pop4585
Insilico_pop8257	chr1	76733254	76733272	-	N		insilico_pop	insilico_pop	Insilico_pop8257
Insilico_pop5033	chr1	77033794	77033813	+	N		insilico_pop	insilico_pop	Insilico_pop5033
Insilico_ref3906	chr1	77078140	77078159	-	N		insilico_ref	insilico_ref	Insilico_ref3906
Insilico_ref2597	chr1	77090028	77090048	-	N		insilico_ref	insilico_ref	Insilico_ref2597
Insilico_pop1399	chr1	77250793	77250812	+	N		insilico_pop	insilico_pop	Insilico_pop1399
Insilico_pop4377	chr1	77288844	77288861	-	N		insilico_pop	insilico_pop	Insilico_pop4377
Insilico_ref7864	chr1	77300582	77300597	+	N		insilico_ref	insilico_ref	Insilico_ref7864
Insilico_ref3218	chr1	77487660	77487678	+	N		insilico_ref	insilico_ref	Insilico_ref3218
Insilico_ref5551	chr1	77567581	77567600	-	N		insilico_ref	insilico_ref	Insilico_ref5551
chr1:77994567-77994588	chr1	77994567	77994588	-	N		insilico_pop	insilico_pop;insilico_pop;insilico_pop;insilico_pop	Insilico_pop938;Insilico_pop939;Insilico_pop940;Insilico_pop941
Insilico_pop5683	chr1	78639576	78639596	-	N		insilico_pop	insilico_pop	Insilico_pop5683
Insilico_pop2671	chr1	78875481	78875498	-	N		insilico_pop	insilico_pop	Insilico_pop2671
Insilico_ref6217	chr1	78998798	78998817	+	N		insilico_ref	insilico_ref	Insilico_ref6217
Insilico_pop6187	chr1	79162484	79162500	-	N		insilico_pop	insilico_pop	Insilico_pop6187
Insilico_ref5002	chr1	79211631	79211650	+	N		insilico_ref	insilico_ref	Insilico_ref5002
Insilico_pop8258	chr1	79295594	79295611	+	N		insilico_pop	insilico_pop	Insilico_pop8258
Insilico_pop6989	chr1	79489811	79489831	+	N		insilico_pop	insilico_pop	Insilico_pop6989
Insilico_pop8697	chr1	79515617	79515637	+	N		insilico_pop	insilico_pop	Insilico_pop8697
Insilico_pop2575	chr1	79685278	79685298	+	N		insilico_pop	insilico_pop	Insilico_pop2575
