chr,start,stop,strand,Name,Location,Lev. Dist.,Gene,Annot.,Pool,MAR,Tier,Tier_Final,Site Type,Origin,Avg. % On-Target UMI,orig_chr,orig_start,orig_stop,orig_strand,orig_Name
chr2,89828651,89828775,-,Tier3_133__Tier6_743__Tier6_320,chr2:89828651-89828670(-);chr2:89828756-89828767(-);chr2:89828756-89828775(-),9;12;9,none,Intergenic,NONE,Low,3;6;6,3,OFF,UNCOVERseq,0.056;0.013;0.026,chr2,89828651;89828756;89828756,89828670;89828767;89828775,-,Tier3_133;Tier6_743;Tier6_320
chr16,34583382,34583514,.,Tier6_134__Tier6_184,chr16:34583382-34583401(+);chr16:34583497-34583514(-),8;10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.056;0.042,chr16,34583382;34583497,34583401;34583514,+;-,Tier6_134;Tier6_184
chr1,125181367,125181512,.,Tier6_3288__Tier3_135__Tier6_1540,chr1:125181367-125181386(+);chr1:125181438-125181457(+);chr1:125181500-125181512(-),9;8;11,none,Intergenic,NONE,Low,6;3;6,3,OFF,UNCOVERseq,0.006;0.055;0.009,chr1,125181367;125181438;125181500,125181386;125181457;125181512,+;+;-,Tier6_3288;Tier3_135;Tier6_1540
chr4,49153146,49153165,-,Tier3_136,chr4:49153146-49153165(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.054,chr4,49153146,49153165,-,Tier3_136
chr16,34593277,34593296,-,Tier3_137,chr16:34593277-34593296(-),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.054,chr16,34593277,34593296,-,Tier3_137
chr16,46386381,46386417,+,Tier3_138__Tier6_254__Tier6_418,chr16:46386381-46386400(+);chr16:46386398-46386417(+);chr16:46386403-46386417(+),8;9;10,none,Intergenic,NONE,Low,3;6;6,3,OFF,UNCOVERseq,0.054;0.032;0.02,chr16,46386381;46386398;46386403,46386400;46386417;46386417,+,Tier3_138;Tier6_254;Tier6_418
chr1,125181526,125181649,.,Tier6_1239__Tier3_139,chr1:125181526-125181545(-);chr1:125181630-125181649(+),9;8,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.01;0.054,chr1,125181526;125181630,125181545;125181649,-;+,Tier6_1239;Tier3_139
chr21,10692659,10692713,-,Tier3_140__Tier6_2433,chr21:10692659-10692668(-);chr21:10692696-10692713(-),13;11,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.053;0.007,chr21,10692659;10692696,10692668;10692713,-,Tier3_140;Tier6_2433
chr4,49096823,49096842,-,Tier3_141,chr4:49096823-49096842(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.053,chr4,49096823,49096842,-,Tier3_141
chr1,630982,631106,.,Tier6_183__Tier3_144,chr1:630982-631001(+);chr1:631087-631106(-),8,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.042;0.052,chr1,630982;631087,631001;631106,+;-,Tier6_183;Tier3_144
chr21,7926447,7926481,-,Tier6_145__Tier3_174__Tier6_4498,chr21:7926447-7926466(-);chr21:7926462-7926481(-);chr21:7926475-7926481(-),9;9;14,none,Intergenic,NONE,Low,6;3;6,3,OFF,UNCOVERseq,0.051;0.044;0.005,chr21,7926447;7926462;7926475,7926466;7926481;7926481,-,Tier6_145;Tier3_174;Tier6_4498
chr4,49149745,49149870,-,Tier6_146__Tier6_176,chr4:49149745-49149764(-);chr4:49149851-49149870(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.051;0.044,chr4,49149745;49149851,49149764;49149870,-,Tier6_146;Tier6_176
chr5,49658145,49658269,-,Tier6_247__Tier3_147__Tier6_267__Tier6_8935,chr5:49658145-49658163(-);chr5:49658165-49658184(-);chr5:49658230-49658249(-);chr5:49658250-49658269(-),7;9;9;8,none,Intergenic,NONE,Low,6;3;6;6,3,OFF,UNCOVERseq,0.032;0.051;0.03;0.001,chr5,49658145;49658165;49658230;49658250,49658163;49658184;49658249;49658269,-,Tier6_247;Tier3_147;Tier6_267;Tier6_8935
chr18,108231,108319,-,Tier6_471__Tier6_1385__Tier3_148,chr18:108231-108249(-);chr18:108231-108250(-);chr18:108300-108319(-),8;7;7,none,Intergenic,NONE,Low,6;6;3,3,OFF,UNCOVERseq,0.018;0.009;0.051,chr18,108231;108231;108300,108249;108250;108319,-,Tier6_471;Tier6_1385;Tier3_148
chr21,8220020,8220039,-,Tier3_149,chr21:8220020-8220039(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.051,chr21,8220020,8220039,-,Tier3_149
chr1,633614,633704,+,Tier6_4773__Tier6_150__Tier6_3136,chr1:633614-633633(+);chr1:633644-633663(+);chr1:633685-633704(+),9;9;7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004;0.051;0.006,chr1,633614;633644;633685,633633;633663;633704,+,Tier6_4773;Tier6_150;Tier6_3136
chr18,110656,110783,-,Tier6_742__Tier3_151__Tier3_180,chr18:110656-110675(-);chr18:110689-110708(-);chr18:110764-110783(-),8;8;7,ROCK1P1,Other,NONE,Low,6;3;3,3,OFF,UNCOVERseq,0.013;0.05;0.042,chr18,110656;110689;110764,110675;110708;110783,-,Tier6_742;Tier3_151;Tier3_180
chr16,34583550,34583598,.,Tier3_152__Tier3_561,chr16:34583550-34583569(-);chr16:34583584-34583598(+),9;11,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.05;0.016,chr16,34583550;34583584,34583569;34583598,-;+,Tier3_152;Tier3_561
chr5,49667096,49667218,-,Tier6_2648__Tier3_153__Tier3_293,chr5:49667096-49667115(-);chr5:49667175-49667194(-);chr5:49667200-49667218(-),10;10;7,none,Intergenic,NONE,Low,6;3;3,3,OFF,UNCOVERseq,0.007;0.049;0.028,chr5,49667096;49667175;49667200,49667115;49667194;49667218,-,Tier6_2648;Tier3_153;Tier3_293
chr4,49142106,49142190,-,Tier6_410__Tier3_154,chr4:49142106-49142125(-);chr4:49142171-49142190(-),10,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.02;0.049,chr4,49142106;49142171,49142125;49142190,-,Tier6_410;Tier3_154
chr5,49666524,49666543,-,Tier3_155,chr5:49666524-49666543(-),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.049,chr5,49666524,49666543,-,Tier3_155
chr1,634235,634355,-,Tier6_156__Tier6_2359,chr1:634235-634254(-);chr1:634336-634355(-),9;8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.049;0.007,chr1,634235;634336,634254;634355,-,Tier6_156;Tier6_2359
chr16,34584815,34584918,-,Tier6_631__Tier6_2618__Tier6_157,chr16:34584815-34584834(-);chr16:34584877-34584896(-);chr16:34584912-34584918(-),10;9;14,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014;0.007;0.049,chr16,34584815;34584877;34584912,34584834;34584896;34584918,-,Tier6_631;Tier6_2618;Tier6_157
chr1,125183890,125184022,.,Tier6_4643__Tier3_296__Tier6_259__Tier3_159,chr1:125183890-125183907(-);chr1:125183916-125183935(-);chr1:125183951-125183968(-);chr1:125184003-125184022(+),9;8;9;8,none,Intergenic,NONE,Low,6;3;6;3,3,OFF,UNCOVERseq,0.005;0.028;0.031;0.048,chr1,125183890;125183916;125183951;125184003,125183907;125183935;125183968;125184022,-;-;-;+,Tier6_4643;Tier3_296;Tier6_259;Tier3_159
chr5,134925854,134925873,-,Tier3_160,chr5:134925854-134925873(-),8,PCBD2,Intron,NONE,Med.,3,3,OFF,UNCOVERseq,0.048,chr5,134925854,134925873,-,Tier3_160
chr4,190122738,190122828,.,chr4:190122738-190122828,chr4:190122738-190122753(+);chr4:190122768-190122782(-);chr4:190122774-190122793(+);chr4:190122777-190122783(+);chr4:190122819-190122828(-),12;12;11;15;14,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003;0.007;0.009;0.003;0.048,chr4,190122738;190122768;190122774;190122777;190122819,190122753;190122782;190122793;190122783;190122828,+;-;+;+;-,Tier6_6756;Tier6_2713;Tier6_1401;Tier6_6678;Tier6_161
chr22,16352742,16352761,+,Tier6_162,chr22:16352742-16352761(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.047,chr22,16352742,16352761,+,Tier6_162
chr5,134926689,134926833,+,Tier6_881__Tier6_163__Tier6_740,chr5:134926689-134926708(+);chr5:134926750-134926769(+);chr5:134926814-134926833(+),9,PCBD2,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.012;0.047;0.013,chr5,134926689;134926750;134926814,134926708;134926769;134926833,+,Tier6_881;Tier6_163;Tier6_740
chr12,111519415,111519538,-,Tier3_5744__Tier3_6010__Tier3_6047__Tier3_164,chr12:111519415-111519432(-);chr12:111519418-111519437(-);chr12:111519448-111519467(-);chr12:111519519-111519538(-),10;8;8;8,ATXN2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004;0.004;0.004;0.047,chr12,111519415;111519418;111519448;111519519,111519432;111519437;111519467;111519538,-,Tier3_5744;Tier3_6010;Tier3_6047;Tier3_164
chrY,11643628,11643647,+,Tier3_165,chrY:11643628-11643647(+),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.047,chrY,11643628,11643647,+,Tier3_165
chr10,41879406,41879425,+,Tier6_166,chr10:41879406-41879425(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.046,chr10,41879406,41879425,+,Tier6_166
chr16,34581568,34581659,.,Tier6_705__Tier3_167,chr16:34581568-34581587(+);chr16:34581640-34581659(-),9;8,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.013;0.046,chr16,34581568;34581640,34581587;34581659,+;-,Tier6_705;Tier3_167
chrY,10785218,10785354,-,Tier3_2297__Tier3_168,chrY:10785218-10785237(-);chrY:10785335-10785354(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.007;0.045,chrY,10785218;10785335,10785237;10785354,-,Tier3_2297;Tier3_168
chr4,49635153,49635291,+,Tier3_170__Tier6_457,chr4:49635153-49635172(+);chr4:49635272-49635291(+),8;10,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.045;0.019,chr4,49635153;49635272,49635172;49635291,+,Tier3_170;Tier6_457
chr10,41896797,41896941,+,Tier6_2489__Tier3_171,chr10:41896797-41896816(+);chr10:41896922-41896941(+),9,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.007;0.045,chr10,41896797;41896922,41896816;41896941,+,Tier6_2489;Tier3_171
chr10,41883513,41883647,+,Tier3_297__Tier3_172__Tier6_6221,chr10:41883513-41883532(+);chr10:41883568-41883587(+);chr10:41883629-41883647(+),10;9;10,none,Intergenic,NONE,Low,3;3;6,3,OFF,UNCOVERseq,0.028;0.045;0.003,chr10,41883513;41883568;41883629,41883532;41883587;41883647,+,Tier3_297;Tier3_172;Tier6_6221
chr22,50808359,50808378,+,Tier3_173,chr22:50808359-50808378(+),10,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.045,chr22,50808359,50808378,+,Tier3_173
chr16,46387024,46387112,-,Tier6_177__Tier6_449,chr16:46387024-46387043(-);chr16:46387093-46387112(-),8;9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.044;0.019,chr16,46387024;46387093,46387043;46387112,-,Tier6_177;Tier6_449
chr1,143213358,143213422,.,Tier6_178__Tier6_193,chr1:143213358-143213377(+);chr1:143213403-143213422(-),9;8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.044;0.04,chr1,143213358;143213403,143213377;143213422,+;-,Tier6_178;Tier6_193
chr5,49666887,49666906,-,Tier3_181,chr5:49666887-49666906(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.042,chr5,49666887,49666906,-,Tier3_181
chrY,10999920,10999939,-,Tier3_182,chrY:10999920-10999939(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.042,chrY,10999920,10999939,-,Tier3_182
chrY,11305460,11305479,+,Tier3_185,chrY:11305460-11305479(+),7,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.042,chrY,11305460,11305479,+,Tier3_185
chr1,633935,633996,.,Tier3_187__Tier6_2923,chr1:633935-633956(-);chr1:633979-633996(+),7;10,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.041;0.006,chr1,633935;633979,633956;633996,-;+,Tier3_187;Tier6_2923
chr18,110216,110338,-,Tier3_188__Tier6_2481,chr18:110216-110235(-);chr18:110319-110338(-),7;8,ROCK1P1,Other,NONE,Low,3;6,3,OFF,UNCOVERseq,0.041;0.007,chr18,110216;110319,110235;110338,-,Tier3_188;Tier6_2481
chr4,49150590,49150649,-,Tier6_189__Tier6_1044,chr4:49150590-49150609(-);chr4:49150630-49150649(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.041;0.011,chr4,49150590;49150630,49150609;49150649,-,Tier6_189;Tier6_1044
chr1,10461,10480,-,Tier6_190,chr1:10461-10480(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.041,chr1,10461,10480,-,Tier6_190
chrY,11305328,11305411,.,Tier6_1801__Tier6_191,chrY:11305328-11305347(-);chrY:11305392-11305411(+),9;7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.008;0.04,chrY,11305328;11305392,11305347;11305411,-;+,Tier6_1801;Tier6_191
chr1,631651,631793,-,Tier6_192__Tier6_2416,chr1:631651-631670(-);chr1:631774-631793(-),7;8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.04;0.007,chr1,631651;631774,631670;631793,-,Tier6_192;Tier6_2416
chr2,242183328,242183414,.,Tier3_194__Tier6_307,chr2:242183328-242183340(-);chr2:242183395-242183414(+),13;10,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.04;0.027,chr2,242183328;242183395,242183340;242183414,-;+,Tier3_194;Tier6_307
chr10,41874789,41874922,+,Tier6_2484__Tier3_195,chr10:41874789-41874808(+);chr10:41874903-41874922(+),8,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.007;0.04,chr10,41874789;41874903,41874808;41874922,+,Tier6_2484;Tier3_195
chr16,46399660,46399742,+,Tier6_2877__Tier3_196,chr16:46399660-46399679(+);chr16:46399723-46399742(+),7;9,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.006;0.04,chr16,46399660;46399723,46399679;46399742,+,Tier6_2877;Tier3_196
chr5,49600438,49600579,.,Tier6_1009__Tier3_197,chr5:49600438-49600457(+);chr5:49600560-49600579(-),7;8,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.011;0.04,chr5,49600438;49600560,49600457;49600579,+;-,Tier6_1009;Tier3_197
chr21,46699816,46699835,+,Tier3_198,chr21:46699816-46699835(+),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.039,chr21,46699816,46699835,+,Tier3_198
chr16,34574115,34574190,.,Tier3_199__Tier3_226__Tier6_1453__Tier6_1486,chr16:34574115-34574134(-);chr16:34574127-34574146(+);chr16:34574147-34574163(+);chr16:34574171-34574190(-),9;8;9;9,none,Intergenic,NONE,Low,3;3;6;6,3,OFF,UNCOVERseq,0.039;0.035;0.009;0.009,chr16,34574115;34574127;34574147;34574171,34574134;34574146;34574163;34574190,-;+;+;-,Tier3_199;Tier3_226;Tier6_1453;Tier6_1486
chr1,125182401,125182504,-,Tier6_243__Tier6_200,chr1:125182401-125182420(-);chr1:125182485-125182504(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.033;0.039,chr1,125182401;125182485,125182420;125182504,-,Tier6_243;Tier6_200
chr20,31106726,31106745,+,Tier3_201,chr20:31106726-31106745(+),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.039,chr20,31106726,31106745,+,Tier3_201
chr16,34595431,34595539,-,Tier3_202__Tier6_6743,chr16:34595431-34595450(-);chr16:34595520-34595539(-),8;10,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.039;0.003,chr16,34595431;34595520,34595450;34595539,-,Tier3_202;Tier6_6743
chr12,111517226,111517336,.,Tier3_328__Tier3_204,chr12:111517226-111517245(-);chr12:111517317-111517336(+),7,ATXN2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.025;0.039,chr12,111517226;111517317,111517245;111517336,-;+,Tier3_328;Tier3_204
chr16,46390742,46390761,+,Tier6_235__Tier6_205,chr16:46390742-46390750(+);chr16:46390742-46390761(+),13;9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.034;0.038,chr16,46390742,46390750;46390761,+,Tier6_235;Tier6_205
chr2,89836457,89836532,+,Tier6_206__Tier6_1370,chr2:89836457-89836476(+);chr2:89836513-89836532(+),8;9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.038;0.009,chr2,89836457;89836513,89836476;89836532,+,Tier6_206;Tier6_1370
chr16,34581369,34581476,+,Tier6_1432__Tier3_207,chr16:34581369-34581388(+);chr16:34581457-34581476(+),9;8,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.009;0.038,chr16,34581369;34581457,34581388;34581476,+,Tier6_1432;Tier3_207
chr5,134924683,134924787,.,Tier6_208__Tier6_8877__Tier6_1469,chr5:134924683-134924702(+);chr5:134924690-134924709(+);chr5:134924768-134924787(-),7;7;8,PCBD2,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.038;0.002;0.009,chr5,134924683;134924690;134924768,134924702;134924709;134924787,+;+;-,Tier6_208;Tier6_8877;Tier6_1469
chrY,11312444,11312531,+,Tier3_213__Tier6_209,chrY:11312444-11312463(+);chrY:11312512-11312531(+),7;8,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.037,chrY,11312444;11312512,11312463;11312531,+,Tier3_213;Tier6_209
chr16,46399922,46399941,+,Tier3_210,chr16:46399922-46399941(+),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.037,chr16,46399922,46399941,+,Tier3_210
chr10,38835787,38835876,+,Tier3_211__Tier6_358,chr10:38835787-38835806(+);chr10:38835857-38835876(+),9;7,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.037;0.023,chr10,38835787;38835857,38835806;38835876,+,Tier3_211;Tier6_358
chr10,41897024,41897043,+,Tier3_212,chr10:41897024-41897043(+),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.037,chr10,41897024,41897043,+,Tier3_212
chr1,125178029,125178138,.,Tier3_310__Tier3_214,chr1:125178029-125178048(-);chr1:125178119-125178138(+),8;9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.027;0.037,chr1,125178029;125178119,125178048;125178138,-;+,Tier3_310;Tier3_214
chr17,26603921,26603981,-,Tier6_266__Tier3_215,chr17:26603921-26603940(-);chr17:26603962-26603981(-),8,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.03;0.037,chr17,26603921;26603962,26603940;26603981,-,Tier6_266;Tier3_215
chr22,16347228,16347362,+,Tier3_439__Tier3_216,chr22:16347228-16347247(+);chr22:16347343-16347362(+),10;8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.019;0.036,chr22,16347228;16347343,16347247;16347362,+,Tier3_439;Tier3_216
chr16,34587960,34587979,+,Tier3_217,chr16:34587960-34587979(+),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.036,chr16,34587960,34587979,+,Tier3_217
chr4,49118864,49118883,-,Tier3_222,chr4:49118864-49118883(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.035,chr4,49118864,49118883,-,Tier3_222
chr4,49149091,49149205,-,Tier6_605__Tier3_223,chr4:49149091-49149110(-);chr4:49149186-49149205(-),9;8,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.015;0.035,chr4,49149091;49149186,49149110;49149205,-,Tier6_605;Tier3_223
chr17,26783172,26783191,+,Tier3_224,chr17:26783172-26783191(+),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.035,chr17,26783172,26783191,+,Tier3_224
chr5,49666701,49666820,-,Tier6_1468__Tier3_225__Tier6_383,chr5:49666701-49666720(-);chr5:49666756-49666775(-);chr5:49666801-49666820(-),9;9;8,none,Intergenic,NONE,Low,6;3;6,3,OFF,UNCOVERseq,0.009;0.035;0.022,chr5,49666701;49666756;49666801,49666720;49666775;49666820,-,Tier6_1468;Tier3_225;Tier6_383
chr4,49120841,49120860,-,Tier3_227,chr4:49120841-49120860(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.035,chr4,49120841,49120860,-,Tier3_227
chr12,111518037,111518164,.,Tier3_1586__Tier3_275__Tier3_228,chr12:111518037-111518056(+);chr12:111518096-111518115(+);chr12:111518145-111518164(-),9;9;8,ATXN2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.009;0.029;0.035,chr12,111518037;111518096;111518145,111518056;111518115;111518164,+;+;-,Tier3_1586;Tier3_275;Tier3_228
chr17,21969369,21969388,+,Tier3_229,chr17:21969369-21969388(+),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.034,chr17,21969369,21969388,+,Tier3_229
chr21,10270209,10270228,-,Tier3_230,chr21:10270209-10270228(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.034,chr21,10270209,10270228,-,Tier3_230
chrY,11680312,11680420,+,Tier6_6929__Tier3_231,chrY:11680312-11680331(+);chrY:11680401-11680420(+),8;10,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.003;0.034,chrY,11680312;11680401,11680331;11680420,+,Tier6_6929;Tier3_231
chrY,11643822,11643841,+,Tier3_232,chrY:11643822-11643841(+),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.034,chrY,11643822,11643841,+,Tier3_232
chr4,49102596,49102706,-,Tier6_233__Tier3_442,chr4:49102596-49102615(-);chr4:49102687-49102706(-),9;10,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.034;0.019,chr4,49102596;49102687,49102615;49102706,-,Tier6_233;Tier3_442
chr4,49103578,49103723,.,Tier3_236__Tier6_2870,chr4:49103578-49103597(-);chr4:49103704-49103723(+),9,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.034;0.006,chr4,49103578;49103704,49103597;49103723,-;+,Tier3_236;Tier6_2870
chr1,125183583,125183602,-,Tier3_237,chr1:125183583-125183602(-),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.033,chr1,125183583,125183602,-,Tier3_237
chr22,12692222,12692241,-,Tier3_239,chr22:12692222-12692241(-),7,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.033,chr22,12692222,12692241,-,Tier3_239
chr16,46390952,46391027,+,Tier6_1120__Tier3_240,chr16:46390952-46390973(+);chr16:46391008-46391027(+),8;9,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.01;0.033,chr16,46390952;46391008,46390973;46391027,+,Tier6_1120;Tier3_240
chr20,31068623,31068642,+,Tier3_241,chr20:31068623-31068642(+),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.033,chr20,31068623,31068642,+,Tier3_241
chr2,89833424,89833477,-,Tier6_461__Tier6_242,chr2:89833424-89833443(-);chr2:89833458-89833477(-),10;9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.018;0.033,chr2,89833424;89833458,89833443;89833477,-,Tier6_461;Tier6_242
chr22,16354621,16354739,+,Tier6_244__Tier6_1024,chr22:16354621-16354640(+);chr22:16354720-16354739(+),9;10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.033;0.011,chr22,16354621;16354720,16354640;16354739,+,Tier6_244;Tier6_1024
chr3,75669216,75669357,.,Tier6_1448__Tier6_245__Tier6_1369__Tier6_1330,chr3:75669216-75669235(+);chr3:75669308-75669321(+);chr3:75669308-75669327(+);chr3:75669341-75669357(-),10;11;10;10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.009;0.032;0.009;0.009,chr3,75669216;75669308;75669308;75669341,75669235;75669321;75669327;75669357,+;+;+;-,Tier6_1448;Tier6_245;Tier6_1369;Tier6_1330
chr5,49602601,49602620,+,Tier6_246,chr5:49602601-49602620(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.032,chr5,49602601,49602620,+,Tier6_246
chrY,11329748,11329836,+,Tier6_7420__Tier3_1644__Tier6_248,chrY:11329748-11329767(+);chrY:11329817-11329836(+);chrY:11329818-11329836(+),7;7;8,none,Intergenic,NONE,Low,6;3;6,3,OFF,UNCOVERseq,0.002;0.009;0.032,chrY,11329748;11329817;11329818,11329767;11329836;11329836,+,Tier6_7420;Tier3_1644;Tier6_248
chr2,89836591,89836610,+,Tier6_392__Tier3_249,chr2:89836591-89836609(+);chr2:89836591-89836610(+),10;9,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.022;0.032,chr2,89836591,89836609;89836610,+,Tier6_392;Tier3_249
chr2,89839684,89839783,+,Tier3_250__Tier3_872,chr2:89839684-89839703(+);chr2:89839764-89839783(+),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.032;0.012,chr2,89839684;89839764,89839703;89839783,+,Tier3_250;Tier3_872
chr10,41889542,41889561,+,Tier3_251,chr10:41889542-41889561(+),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.032,chr10,41889542,41889561,+,Tier3_251
chr19,48966557,48966580,-,Tier3_255__Tier3_2034,chr19:48966557-48966576(-);chr19:48966566-48966580(-),7;10,FTL,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.031;0.008,chr19,48966557;48966566,48966576;48966580,-,Tier3_255;Tier3_2034
chr16,46395219,46395313,+,Tier3_695__Tier3_256,chr16:46395219-46395238(+);chr16:46395294-46395313(+),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.014;0.031,chr16,46395219;46395294,46395238;46395313,+,Tier3_695;Tier3_256
chr2,89830985,89831004,-,Tier3_258,chr2:89830985-89831004(-),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.031,chr2,89830985,89831004,-,Tier3_258
chrY,11309300,11309319,+,Tier6_7524__Tier3_260,chrY:11309300-11309318(+);chrY:11309300-11309319(+),7,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.002;0.03,chrY,11309300,11309318;11309319,+,Tier6_7524;Tier3_260
chr5,49659104,49659177,-,Tier6_749__Tier3_261__Tier3_364__Tier6_1051,chr5:49659104-49659123(-);chr5:49659115-49659134(-);chr5:49659154-49659173(-);chr5:49659159-49659177(-),9;8;9;7,none,Intergenic,NONE,Low,6;3;3;6,3,OFF,UNCOVERseq,0.013;0.03;0.023;0.011,chr5,49659104;49659115;49659154;49659159,49659123;49659134;49659173;49659177,-,Tier6_749;Tier3_261;Tier3_364;Tier6_1051
chr10,41879266,41879285,+,Tier3_262,chr10:41879266-41879285(+),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.03,chr10,41879266,41879285,+,Tier3_262
chr16,34589483,34589621,-,Tier3_263__Tier6_724,chr16:34589483-34589502(-);chr16:34589612-34589621(-),7;13,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.03;0.013,chr16,34589483;34589612,34589502;34589621,-,Tier3_263;Tier6_724
